row	family	params	carrier	laws_satisfied
5099	twist/M3^k	base3#2462 k=2 shifts=(0,0)	finite:9	7
5100	twist/M3^k	base3#2463 k=2 shifts=(0,0)	finite:9	38
5101	twist/M3^k	base3#2463 k=2 shifts=(0,1)	finite:9	12
5102	twist/M3^k	base3#2464 k=2 shifts=(0,0)	finite:9	9
5103	twist/M3^k	base3#2465 k=2 shifts=(0,0)	finite:9	7
5104	twist/M3^k	base3#2466 k=2 shifts=(0,0)	finite:9	26
5105	twist/M3^k	base3#2466 k=2 shifts=(0,1)	finite:9	21
5106	twist/M3^k	base3#2467 k=2 shifts=(0,0)	finite:9	10
5107	twist/M3^k	base3#2467 k=2 shifts=(0,1)	finite:9	3
5108	twist/M3^k	base3#2468 k=2 shifts=(0,0)	finite:9	5
5109	twist/M3^k	base3#2469 k=2 shifts=(0,0)	finite:9	6
5110	twist/M3^k	base3#2470 k=2 shifts=(0,0)	finite:9	20
5111	twist/M3^k	base3#2471 k=2 shifts=(0,0)	finite:9	68
5112	twist/M3^k	base3#2472 k=2 shifts=(0,0)	finite:9	20
5113	twist/M3^k	base3#2472 k=2 shifts=(0,1)	finite:9	9
5114	twist/M3^k	base3#2473 k=2 shifts=(0,0)	finite:9	22
5115	twist/M3^k	base3#2475 k=2 shifts=(0,0)	finite:9	5
5116	twist/M3^k	base3#2480 k=2 shifts=(0,0)	finite:9	23
5117	twist/M3^k	base3#2481 k=2 shifts=(0,0)	finite:9	20
5118	twist/M3^k	base3#2482 k=2 shifts=(0,0)	finite:9	46
5119	twist/M3^k	base3#2482 k=2 shifts=(1,0)	finite:9	11
5120	twist/M3^k	base3#2483 k=2 shifts=(0,0)	finite:9	55
5121	twist/M3^k	base3#2484 k=2 shifts=(0,0)	finite:9	46
5122	twist/M3^k	base3#2484 k=2 shifts=(1,1)	finite:9	13
5123	twist/M3^k	base3#2485 k=2 shifts=(0,0)	finite:9	34
5124	twist/M3^k	base3#2485 k=2 shifts=(1,1)	finite:9	10
5125	twist/M3^k	base3#2486 k=2 shifts=(0,0)	finite:9	80
5126	twist/M3^k	base3#2486 k=2 shifts=(0,1)	finite:9	31
5127	twist/M3^k	base3#2486 k=2 shifts=(1,0)	finite:9	44
5128	twist/M3^k	base3#2486 k=2 shifts=(1,1)	finite:9	29
5129	twist/M3^k	base3#2486 k=4 shifts=(1,2)	finite:81	22
5130	twist/M3^k	base3#2488 k=2 shifts=(0,0)	finite:9	28
5131	twist/M3^k	base3#2488 k=2 shifts=(1,0)	finite:9	9
5132	twist/M3^k	base3#2489 k=2 shifts=(0,0)	finite:9	61
5133	twist/M3^k	base3#2489 k=2 shifts=(1,1)	finite:9	18
5134	twist/M3^k	base3#2490 k=2 shifts=(0,1)	finite:9	67
5135	twist/M3^k	base3#2491 k=2 shifts=(0,0)	finite:9	69
5136	twist/M3^k	base3#2492 k=2 shifts=(0,0)	finite:9	23
5137	twist/M3^k	base3#2493 k=2 shifts=(0,0)	finite:9	31
5138	twist/M3^k	base3#2493 k=2 shifts=(0,1)	finite:9	10
5139	twist/M3^k	base3#2494 k=2 shifts=(0,0)	finite:9	15
5140	twist/M3^k	base3#2495 k=2 shifts=(0,0)	finite:9	31
5141	twist/M3^k	base3#2496 k=2 shifts=(0,0)	finite:9	44
5142	twist/M3^k	base3#2497 k=2 shifts=(0,0)	finite:9	26
5143	twist/M3^k	base3#2498 k=2 shifts=(0,0)	finite:9	37
5144	twist/M3^k	base3#2499 k=2 shifts=(0,0)	finite:9	38
5145	twist/M3^k	base3#2500 k=2 shifts=(0,0)	finite:9	20
5146	twist/M3^k	base3#2501 k=2 shifts=(0,0)	finite:9	21
5147	twist/M3^k	base3#2504 k=2 shifts=(0,0)	finite:9	26
5148	twist/M3^k	base3#2505 k=2 shifts=(0,0)	finite:9	27
5149	twist/M3^k	base3#2506 k=2 shifts=(0,0)	finite:9	28
5150	twist/M3^k	base3#2507 k=2 shifts=(0,0)	finite:9	18
5151	twist/M3^k	base3#2508 k=2 shifts=(0,0)	finite:9	21
5152	twist/M3^k	base3#2509 k=2 shifts=(0,0)	finite:9	22
5153	twist/M3^k	base3#2510 k=2 shifts=(0,0)	finite:9	43
5154	twist/M3^k	base3#2511 k=2 shifts=(0,0)	finite:9	17
5155	twist/M3^k	base3#2513 k=2 shifts=(0,0)	finite:9	5
5156	twist/M3^k	base3#2515 k=2 shifts=(0,0)	finite:9	10
5157	twist/M3^k	base3#2516 k=2 shifts=(0,0)	finite:9	3
5158	twist/M3^k	base3#2518 k=2 shifts=(0,0)	finite:9	38
5159	twist/M3^k	base3#2519 k=2 shifts=(0,0)	finite:9	79
5160	twist/M3^k	base3#2520 k=2 shifts=(0,0)	finite:9	41
5161	twist/M3^k	base3#2521 k=2 shifts=(0,0)	finite:9	165
5162	twist/M3^k	base3#2521 k=2 shifts=(0,1)	finite:9	10
5163	twist/M3^k	base3#2521 k=2 shifts=(1,0)	finite:9	55
5164	twist/M3^k	base3#2521 k=2 shifts=(1,1)	finite:9	25
5165	twist/M3^k	base3#2522 k=2 shifts=(0,0)	finite:9	50
5166	twist/M3^k	base3#2523 k=2 shifts=(0,0)	finite:9	56
5167	twist/M3^k	base3#2523 k=2 shifts=(1,0)	finite:9	11
5168	twist/M3^k	base3#2524 k=2 shifts=(0,0)	finite:9	34
5169	twist/M3^k	base3#2525 k=2 shifts=(0,0)	finite:9	29
5170	twist/M3^k	base3#2526 k=2 shifts=(0,0)	finite:9	42
5171	twist/M3^k	base3#2527 k=2 shifts=(0,0)	finite:9	26
5172	twist/M3^k	base3#2529 k=2 shifts=(0,0)	finite:9	22
5173	twist/M3^k	base3#2530 k=2 shifts=(0,0)	finite:9	20
5174	twist/M3^k	base3#2531 k=2 shifts=(0,0)	finite:9	6
5175	twist/M3^k	base3#2532 k=2 shifts=(0,0)	finite:9	15
5176	twist/M3^k	base3#2534 k=2 shifts=(0,0)	finite:9	14
5177	twist/M3^k	base3#2535 k=2 shifts=(0,0)	finite:9	15
5178	twist/M3^k	base3#2536 k=2 shifts=(0,0)	finite:9	7
5179	twist/M3^k	base3#2537 k=2 shifts=(0,0)	finite:9	25
5180	twist/M3^k	base3#2538 k=2 shifts=(0,0)	finite:9	9
5181	twist/M3^k	base3#2539 k=2 shifts=(0,0)	finite:9	18
5182	twist/M3^k	base3#2540 k=2 shifts=(0,0)	finite:9	16
5183	twist/M3^k	base3#2541 k=2 shifts=(0,0)	finite:9	30
5184	twist/M3^k	base3#2541 k=2 shifts=(1,1)	finite:9	20
5185	twist/M3^k	base3#2541 k=3 shifts=(1,1)	finite:27	15
5186	twist/M3^k	base3#2542 k=2 shifts=(0,0)	finite:9	11
5187	twist/M3^k	base3#2543 k=2 shifts=(0,0)	finite:9	17
5188	twist/M3^k	base3#2544 k=2 shifts=(0,0)	finite:9	34
5189	twist/M3^k	base3#2544 k=2 shifts=(1,1)	finite:9	11
5190	twist/M3^k	base3#2545 k=2 shifts=(0,0)	finite:9	6
5191	twist/M3^k	base3#2547 k=2 shifts=(0,0)	finite:9	12
5192	twist/M3^k	base3#2548 k=2 shifts=(0,0)	finite:9	8
5193	twist/M3^k	base3#2549 k=2 shifts=(0,0)	finite:9	13
5194	twist/M3^k	base3#2550 k=2 shifts=(0,0)	finite:9	12
5195	twist/M3^k	base3#2551 k=2 shifts=(0,0)	finite:9	18
5196	twist/M3^k	base3#2552 k=2 shifts=(0,0)	finite:9	20
5197	twist/M3^k	base3#2553 k=2 shifts=(0,0)	finite:9	21
5198	twist/M3^k	base3#2554 k=2 shifts=(0,0)	finite:9	14
5199	twist/M3^k	base3#2556 k=2 shifts=(0,0)	finite:9	16
5200	twist/M3^k	base3#2557 k=2 shifts=(0,0)	finite:9	6
5201	twist/M3^k	base3#2558 k=2 shifts=(0,0)	finite:9	7
5202	twist/M3^k	base3#2559 k=2 shifts=(0,0)	finite:9	9
5203	twist/M3^k	base3#2561 k=2 shifts=(0,0)	finite:9	17
5204	twist/M3^k	base3#2562 k=2 shifts=(0,0)	finite:9	8
5205	twist/M3^k	base3#2563 k=2 shifts=(0,0)	finite:9	5
5206	twist/M3^k	base3#2564 k=2 shifts=(0,0)	finite:9	9
5207	twist/M3^k	base3#2565 k=2 shifts=(0,0)	finite:9	21
5208	twist/M3^k	base3#2566 k=2 shifts=(0,0)	finite:9	16
5209	twist/M3^k	base3#2567 k=2 shifts=(0,0)	finite:9	21
5210	twist/M3^k	base3#2568 k=2 shifts=(0,0)	finite:9	16
5211	twist/M3^k	base3#2569 k=2 shifts=(0,0)	finite:9	31
5212	twist/M3^k	base3#2570 k=2 shifts=(0,0)	finite:9	32
5213	twist/M3^k	base3#2571 k=2 shifts=(0,0)	finite:9	18
5214	twist/M3^k	base3#2572 k=2 shifts=(0,0)	finite:9	33
5215	twist/M3^k	base3#2572 k=2 shifts=(0,1)	finite:9	15
5216	twist/M3^k	base3#2573 k=2 shifts=(0,0)	finite:9	19
5217	twist/M3^k	base3#2574 k=2 shifts=(0,0)	finite:9	17
5218	twist/M3^k	base3#2575 k=2 shifts=(0,0)	finite:9	17
5219	twist/M3^k	base3#2578 k=2 shifts=(0,0)	finite:9	11
5220	twist/M3^k	base3#2579 k=2 shifts=(0,0)	finite:9	9
5221	twist/M3^k	base3#2579 k=2 shifts=(1,1)	finite:9	5
5222	twist/M3^k	base3#2581 k=2 shifts=(0,0)	finite:9	14
5223	twist/M3^k	base3#2584 k=2 shifts=(0,0)	finite:9	4
5224	twist/M3^k	base3#2586 k=2 shifts=(0,0)	finite:9	7
5225	twist/M3^k	base3#2587 k=2 shifts=(0,0)	finite:9	5
5226	twist/M3^k	base3#2588 k=2 shifts=(0,0)	finite:9	5
5227	twist/M3^k	base3#2589 k=2 shifts=(0,0)	finite:9	13
5228	twist/M3^k	base3#2592 k=2 shifts=(0,0)	finite:9	13
5229	twist/M3^k	base3#2594 k=2 shifts=(0,0)	finite:9	13
5230	twist/M3^k	base3#2595 k=2 shifts=(0,0)	finite:9	8
5231	twist/M3^k	base3#2596 k=2 shifts=(0,0)	finite:9	14
5232	twist/M3^k	base3#2597 k=2 shifts=(0,0)	finite:9	6
5233	twist/M3^k	base3#2599 k=2 shifts=(0,0)	finite:9	17
5234	twist/M3^k	base3#2600 k=2 shifts=(0,0)	finite:9	6
5235	twist/M3^k	base3#2601 k=2 shifts=(0,0)	finite:9	33
5236	twist/M3^k	base3#2601 k=2 shifts=(1,1)	finite:9	17
5237	twist/M3^k	base3#2602 k=2 shifts=(0,0)	finite:9	13
5238	twist/M3^k	base3#2603 k=2 shifts=(0,0)	finite:9	4
5239	twist/M3^k	base3#2605 k=2 shifts=(0,0)	finite:9	10
5240	twist/M3^k	base3#2606 k=2 shifts=(0,0)	finite:9	5
5241	twist/M3^k	base3#2607 k=2 shifts=(0,0)	finite:9	34
5242	twist/M3^k	base3#2608 k=2 shifts=(0,0)	finite:9	35
5243	twist/M3^k	base3#2609 k=2 shifts=(0,0)	finite:9	67
5244	twist/M3^k	base3#2610 k=2 shifts=(0,0)	finite:9	14
5245	twist/M3^k	base3#2611 k=2 shifts=(0,0)	finite:9	16
5246	twist/M3^k	base3#2612 k=2 shifts=(0,0)	finite:9	28
5247	twist/M3^k	base3#2613 k=2 shifts=(0,0)	finite:9	14
5248	twist/M3^k	base3#2614 k=2 shifts=(0,0)	finite:9	8
5249	twist/M3^k	base3#2616 k=2 shifts=(0,0)	finite:9	6
5250	twist/M3^k	base3#2617 k=2 shifts=(0,0)	finite:9	6
5251	twist/M3^k	base3#2619 k=2 shifts=(0,0)	finite:9	5
5252	twist/M3^k	base3#2620 k=2 shifts=(0,0)	finite:9	7
5253	twist/M3^k	base3#2621 k=2 shifts=(0,0)	finite:9	22
5254	twist/M3^k	base3#2622 k=2 shifts=(0,0)	finite:9	20
5255	twist/M3^k	base3#2623 k=2 shifts=(0,0)	finite:9	21
5256	twist/M3^k	base3#2624 k=2 shifts=(0,0)	finite:9	43
5257	twist/M3^k	base3#2625 k=2 shifts=(0,0)	finite:9	20
5258	twist/M3^k	base3#2626 k=2 shifts=(0,0)	finite:9	21
5259	twist/M3^k	base3#2627 k=2 shifts=(0,0)	finite:9	45
5260	twist/M3^k	base3#2628 k=2 shifts=(0,0)	finite:9	42
5261	twist/M3^k	base3#2628 k=2 shifts=(0,1)	finite:9	9
5262	twist/M3^k	base3#2629 k=2 shifts=(0,0)	finite:9	55
5263	twist/M3^k	base3#2629 k=2 shifts=(0,1)	finite:9	15
5264	twist/M3^k	base3#2630 k=2 shifts=(0,0)	finite:9	57
5265	twist/M3^k	base3#2630 k=2 shifts=(0,1)	finite:9	21
5266	twist/M3^k	base3#2630 k=2 shifts=(1,0)	finite:9	14
5267	twist/M3^k	base3#2631 k=2 shifts=(0,0)	finite:9	19
5268	twist/M3^k	base3#2632 k=2 shifts=(0,0)	finite:9	47
5269	twist/M3^k	base3#2633 k=2 shifts=(0,0)	finite:9	77
5270	twist/M3^k	base3#2633 k=2 shifts=(0,1)	finite:9	44
5271	twist/M3^k	base3#2633 k=3 shifts=(0,1)	finite:27	42
5272	twist/M3^k	base3#2634 k=2 shifts=(0,0)	finite:9	86
5273	twist/M3^k	base3#2635 k=2 shifts=(0,0)	finite:9	22
5274	twist/M3^k	base3#2636 k=2 shifts=(0,0)	finite:9	41
5275	twist/M3^k	base3#2637 k=2 shifts=(0,0)	finite:9	41
5276	twist/M3^k	base3#2638 k=2 shifts=(0,0)	finite:9	25
5277	twist/M3^k	base3#2639 k=2 shifts=(0,0)	finite:9	73
5278	twist/M3^k	base3#2639 k=2 shifts=(0,1)	finite:9	17
5279	twist/M3^k	base3#2639 k=2 shifts=(1,0)	finite:9	12
5280	twist/M3^k	base3#2639 k=2 shifts=(1,1)	finite:9	22
5281	twist/M3^k	base3#2640 k=2 shifts=(0,0)	finite:9	37
5282	twist/M3^k	base3#2641 k=2 shifts=(0,0)	finite:9	27
5283	twist/M3^k	base3#2642 k=2 shifts=(0,0)	finite:9	17
5284	twist/M3^k	base3#2643 k=2 shifts=(0,0)	finite:9	32
5285	twist/M3^k	base3#2643 k=2 shifts=(0,1)	finite:9	7
5286	twist/M3^k	base3#2644 k=2 shifts=(0,0)	finite:9	24
5287	twist/M3^k	base3#2645 k=2 shifts=(0,0)	finite:9	20
5288	twist/M3^k	base3#2646 k=2 shifts=(0,0)	finite:9	20
5289	twist/M3^k	base3#2647 k=2 shifts=(0,0)	finite:9	21
5290	twist/M3^k	base3#2650 k=2 shifts=(0,0)	finite:9	16
5291	twist/M3^k	base3#2651 k=2 shifts=(0,0)	finite:9	7
5292	twist/M3^k	base3#2652 k=2 shifts=(0,0)	finite:9	20
5293	twist/M3^k	base3#2653 k=2 shifts=(0,0)	finite:9	19
5294	twist/M3^k	base3#2655 k=2 shifts=(0,0)	finite:9	16
5295	twist/M3^k	base3#2656 k=2 shifts=(0,0)	finite:9	16
5296	twist/M3^k	base3#2657 k=2 shifts=(0,0)	finite:9	72
5297	twist/M3^k	base3#2658 k=2 shifts=(0,0)	finite:9	20
5298	twist/M3^k	base3#2659 k=2 shifts=(0,0)	finite:9	16
5299	twist/M3^k	base3#2660 k=2 shifts=(0,0)	finite:9	38
5300	twist/M3^k	base3#2663 k=2 shifts=(0,0)	finite:9	7
5301	twist/M3^k	base3#2664 k=2 shifts=(0,0)	finite:9	20
5302	twist/M3^k	base3#2667 k=2 shifts=(0,0)	finite:9	15
5303	twist/M3^k	base3#2668 k=2 shifts=(0,0)	finite:9	38
5304	twist/M3^k	base3#2670 k=2 shifts=(0,0)	finite:9	52
5305	twist/M3^k	base3#2671 k=2 shifts=(0,0)	finite:9	32
5306	twist/M3^k	base3#2672 k=2 shifts=(0,0)	finite:9	79
5307	twist/M3^k	base3#2673 k=2 shifts=(0,0)	finite:9	79
5308	twist/M3^k	base3#2674 k=2 shifts=(0,0)	finite:9	52
5309	twist/M3^k	base3#2675 k=2 shifts=(0,0)	finite:9	49
5310	twist/M3^k	base3#2676 k=2 shifts=(0,0)	finite:9	103
5311	twist/M3^k	base3#2676 k=2 shifts=(1,0)	finite:9	10
5312	twist/M3^k	base3#2676 k=2 shifts=(1,1)	finite:9	10
5313	twist/M3^k	base3#2677 k=2 shifts=(0,0)	finite:9	44
5314	twist/M3^k	base3#2677 k=2 shifts=(0,1)	finite:9	11
5315	twist/M3^k	base3#2678 k=2 shifts=(0,0)	finite:9	41
5316	twist/M3^k	base3#2679 k=2 shifts=(0,0)	finite:9	26
5317	twist/M3^k	base3#2682 k=2 shifts=(0,0)	finite:9	22
5318	twist/M3^k	base3#2683 k=2 shifts=(0,0)	finite:9	23
5319	twist/M3^k	base3#2684 k=2 shifts=(0,0)	finite:9	20
5320	twist/M3^k	base3#2685 k=2 shifts=(0,0)	finite:9	15
5321	twist/M3^k	base3#2686 k=2 shifts=(0,0)	finite:9	22
5322	twist/M3^k	base3#2687 k=2 shifts=(0,0)	finite:9	8
5323	twist/M3^k	base3#2688 k=2 shifts=(0,0)	finite:9	22
5324	twist/M3^k	base3#2690 k=2 shifts=(0,0)	finite:9	17
5325	twist/M3^k	base3#2691 k=2 shifts=(0,0)	finite:9	19
5326	twist/M3^k	base3#2692 k=2 shifts=(0,0)	finite:9	12
5327	twist/M3^k	base3#2693 k=2 shifts=(0,0)	finite:9	14
5328	twist/M3^k	base3#2694 k=2 shifts=(0,0)	finite:9	23
5329	twist/M3^k	base3#2695 k=2 shifts=(0,0)	finite:9	17
5330	twist/M3^k	base3#2696 k=2 shifts=(0,0)	finite:9	18
5331	twist/M3^k	base3#2697 k=2 shifts=(0,0)	finite:9	35
5332	twist/M3^k	base3#2697 k=2 shifts=(0,1)	finite:9	13
5333	twist/M3^k	base3#2697 k=2 shifts=(1,1)	finite:9	12
5334	twist/M3^k	base3#2697 k=3 shifts=(0,1)	finite:27	6
5335	twist/M3^k	base3#2698 k=2 shifts=(0,0)	finite:9	9
5336	twist/M3^k	base3#2699 k=2 shifts=(0,0)	finite:9	23
5337	twist/M3^k	base3#2700 k=2 shifts=(0,0)	finite:9	6
5338	twist/M3^k	base3#2702 k=2 shifts=(0,0)	finite:9	12
5339	twist/M3^k	base3#2703 k=2 shifts=(0,0)	finite:9	5
5340	twist/M3^k	base3#2704 k=2 shifts=(0,0)	finite:9	62
5341	twist/M3^k	base3#2705 k=2 shifts=(0,0)	finite:9	39
5342	twist/M3^k	base3#2705 k=2 shifts=(1,1)	finite:9	5
5343	twist/M3^k	base3#2706 k=2 shifts=(0,0)	finite:9	49
5344	twist/M3^k	base3#2707 k=2 shifts=(0,0)	finite:9	25
5345	twist/M3^k	base3#2709 k=2 shifts=(0,0)	finite:9	22
5346	twist/M3^k	base3#2710 k=2 shifts=(0,0)	finite:9	16
5347	twist/M3^k	base3#2711 k=2 shifts=(0,0)	finite:9	7
5348	twist/M3^k	base3#2712 k=2 shifts=(0,0)	finite:9	6
5349	twist/M3^k	base3#2713 k=2 shifts=(0,0)	finite:9	8
5350	twist/M3^k	base3#2715 k=2 shifts=(0,0)	finite:9	21
5351	twist/M3^k	base3#2716 k=2 shifts=(0,0)	finite:9	19
5352	twist/M3^k	base3#2717 k=2 shifts=(0,0)	finite:9	18
5353	twist/M3^k	base3#2718 k=2 shifts=(0,0)	finite:9	116
5354	twist/M3^k	base3#2718 k=2 shifts=(0,1)	finite:9	12
5355	twist/M3^k	base3#2719 k=2 shifts=(0,0)	finite:9	18
5356	twist/M3^k	base3#2720 k=2 shifts=(0,0)	finite:9	19
5357	twist/M3^k	base3#2721 k=2 shifts=(0,0)	finite:9	18
5358	twist/M3^k	base3#2722 k=2 shifts=(0,0)	finite:9	4
5359	twist/M3^k	base3#2724 k=2 shifts=(0,0)	finite:9	11
5360	twist/M3^k	base3#2725 k=2 shifts=(0,0)	finite:9	11
5361	twist/M3^k	base3#2726 k=2 shifts=(0,0)	finite:9	13
5362	twist/M3^k	base3#2731 k=2 shifts=(0,0)	finite:9	9
5363	twist/M3^k	base3#2732 k=2 shifts=(0,0)	finite:9	4
5364	twist/M3^k	base3#2733 k=2 shifts=(0,0)	finite:9	9
5365	twist/M3^k	base3#2736 k=2 shifts=(0,0)	finite:9	10
5366	twist/M3^k	base3#2737 k=2 shifts=(0,0)	finite:9	11
5367	twist/M3^k	base3#2737 k=2 shifts=(0,1)	finite:9	5
5368	twist/M3^k	base3#2739 k=2 shifts=(0,0)	finite:9	27
5369	twist/M3^k	base3#2739 k=2 shifts=(0,1)	finite:9	12
5370	twist/M3^k	base3#2740 k=2 shifts=(0,0)	finite:9	9
5371	twist/M3^k	base3#2741 k=2 shifts=(0,0)	finite:9	44
5372	twist/M3^k	base3#2741 k=2 shifts=(0,1)	finite:9	18
5373	twist/M3^k	base3#2741 k=2 shifts=(1,1)	finite:9	15
5374	twist/M3^k	base3#2741 k=3 shifts=(1,1)	finite:27	12
5375	twist/M3^k	base3#2742 k=2 shifts=(0,0)	finite:9	5
5376	twist/M3^k	base3#2743 k=2 shifts=(0,0)	finite:9	7
5377	twist/M3^k	base3#2744 k=2 shifts=(0,0)	finite:9	14
5378	twist/M3^k	base3#2746 k=2 shifts=(0,0)	finite:9	103
5379	twist/M3^k	base3#2747 k=2 shifts=(0,0)	finite:9	46
5380	twist/M3^k	base3#2748 k=2 shifts=(0,0)	finite:9	19
5381	twist/M3^k	base3#2749 k=2 shifts=(0,0)	finite:9	18
5382	twist/M3^k	base3#2750 k=2 shifts=(0,0)	finite:9	29
5383	twist/M3^k	base3#2751 k=2 shifts=(0,0)	finite:9	18
5384	twist/M3^k	base3#2755 k=2 shifts=(0,0)	finite:9	28
5385	twist/M3^k	base3#2756 k=2 shifts=(0,0)	finite:9	24
5386	twist/M3^k	base3#2757 k=2 shifts=(0,0)	finite:9	20
5387	twist/M3^k	base3#2758 k=2 shifts=(0,0)	finite:9	23
5388	twist/M3^k	base3#2759 k=2 shifts=(0,0)	finite:9	26
5389	twist/M3^k	base3#2760 k=2 shifts=(0,0)	finite:9	30
5390	twist/M3^k	base3#2761 k=2 shifts=(0,0)	finite:9	35
5391	twist/M3^k	base3#2762 k=2 shifts=(0,0)	finite:9	37
5392	twist/M3^k	base3#2762 k=2 shifts=(1,0)	finite:9	11
5393	twist/M3^k	base3#2763 k=2 shifts=(0,0)	finite:9	20
5394	twist/M3^k	base3#2764 k=2 shifts=(0,0)	finite:9	23
5395	twist/M3^k	base3#2765 k=2 shifts=(0,0)	finite:9	101
5396	twist/M3^k	base3#2765 k=2 shifts=(0,1)	finite:9	79
5397	twist/M3^k	base3#2765 k=2 shifts=(1,1)	finite:9	14
5398	twist/M3^k	base3#2766 k=2 shifts=(0,0)	finite:9	33
5399	twist/M3^k	base3#2768 k=2 shifts=(0,0)	finite:9	28
5400	twist/M3^k	base3#2769 k=2 shifts=(0,0)	finite:9	20
5401	twist/M3^k	base3#2770 k=2 shifts=(0,0)	finite:9	21
5402	twist/M3^k	base3#2771 k=2 shifts=(0,0)	finite:9	28
5403	twist/M3^k	base3#2772 k=2 shifts=(0,0)	finite:9	22
5404	twist/M3^k	base3#2773 k=2 shifts=(0,0)	finite:9	24
5405	twist/M3^k	base3#2774 k=2 shifts=(0,0)	finite:9	26
5406	twist/M3^k	base3#2775 k=2 shifts=(0,0)	finite:9	27
5407	twist/M3^k	base3#2776 k=2 shifts=(0,0)	finite:9	20
5408	twist/M3^k	base3#2777 k=2 shifts=(0,0)	finite:9	16
5409	twist/M3^k	base3#2779 k=2 shifts=(0,0)	finite:9	93
5410	twist/M3^k	base3#2780 k=2 shifts=(0,0)	finite:9	25
5411	twist/M3^k	base3#2781 k=2 shifts=(0,0)	finite:9	28
5412	twist/M3^k	base3#2782 k=2 shifts=(0,0)	finite:9	19
5413	twist/M3^k	base3#2783 k=2 shifts=(0,0)	finite:9	38
5414	twist/M3^k	base3#2784 k=2 shifts=(0,0)	finite:9	15
5415	twist/M3^k	base3#2785 k=2 shifts=(0,0)	finite:9	25
5416	twist/M3^k	base3#2786 k=2 shifts=(0,0)	finite:9	72
5417	twist/M3^k	base3#2787 k=2 shifts=(0,0)	finite:9	4
5418	twist/M3^k	base3#2788 k=2 shifts=(0,0)	finite:9	13
5419	twist/M3^k	base3#2790 k=2 shifts=(0,0)	finite:9	41
5420	twist/M3^k	base3#2791 k=2 shifts=(0,0)	finite:9	32
5421	twist/M3^k	base3#2792 k=2 shifts=(0,0)	finite:9	49
5422	twist/M3^k	base3#2793 k=2 shifts=(0,0)	finite:9	75
5423	twist/M3^k	base3#2794 k=2 shifts=(0,0)	finite:9	165
5424	twist/M3^k	base3#2794 k=2 shifts=(0,1)	finite:9	55
5425	twist/M3^k	base3#2794 k=2 shifts=(1,1)	finite:9	25
5426	twist/M3^k	base3#2795 k=2 shifts=(0,0)	finite:9	79
5427	twist/M3^k	base3#2796 k=2 shifts=(0,0)	finite:9	33
5428	twist/M3^k	base3#2797 k=2 shifts=(0,0)	finite:9	38
5429	twist/M3^k	base3#2798 k=2 shifts=(0,0)	finite:9	20
5430	twist/M3^k	base3#2799 k=2 shifts=(0,0)	finite:9	20
5431	twist/M3^k	base3#2800 k=2 shifts=(0,0)	finite:9	19
5432	twist/M3^k	base3#2801 k=2 shifts=(0,0)	finite:9	18
5433	twist/M3^k	base3#2803 k=2 shifts=(0,0)	finite:9	15
5434	twist/M3^k	base3#2804 k=2 shifts=(0,0)	finite:9	15
5435	twist/M3^k	base3#2805 k=2 shifts=(0,0)	finite:9	12
5436	twist/M3^k	base3#2806 k=2 shifts=(0,0)	finite:9	15
5437	twist/M3^k	base3#2807 k=2 shifts=(0,0)	finite:9	21
5438	twist/M3^k	base3#2808 k=2 shifts=(0,0)	finite:9	15
5439	twist/M3^k	base3#2809 k=2 shifts=(0,0)	finite:9	18
5440	twist/M3^k	base3#2811 k=2 shifts=(0,0)	finite:9	19
5441	twist/M3^k	base3#2812 k=2 shifts=(0,0)	finite:9	26
5442	twist/M3^k	base3#2813 k=2 shifts=(0,0)	finite:9	114
5443	twist/M3^k	base3#2813 k=2 shifts=(1,0)	finite:9	64
5444	twist/M3^k	base3#2814 k=2 shifts=(0,0)	finite:9	18
5445	twist/M3^k	base3#2814 k=2 shifts=(0,1)	finite:9	7
5446	twist/M3^k	base3#2815 k=2 shifts=(0,0)	finite:9	34
5447	twist/M3^k	base3#2816 k=2 shifts=(0,0)	finite:9	63
5448	twist/M3^k	base3#2817 k=2 shifts=(0,0)	finite:9	7
5449	twist/M3^k	base3#2818 k=2 shifts=(0,0)	finite:9	20
5450	twist/M3^k	base3#2819 k=2 shifts=(0,0)	finite:9	83
5451	twist/M3^k	base3#2819 k=2 shifts=(1,0)	finite:9	48
5452	twist/M3^k	base3#2821 k=2 shifts=(0,0)	finite:9	45
5453	twist/M3^k	base3#2822 k=2 shifts=(0,0)	finite:9	48
5454	twist/M3^k	base3#2823 k=2 shifts=(0,0)	finite:9	63
5455	twist/M3^k	base3#2824 k=2 shifts=(0,0)	finite:9	49
5456	twist/M3^k	base3#2824 k=2 shifts=(0,1)	finite:9	9
5457	twist/M3^k	base3#2825 k=2 shifts=(0,0)	finite:9	40
5458	twist/M3^k	base3#2826 k=2 shifts=(0,0)	finite:9	41
5459	twist/M3^k	base3#2827 k=2 shifts=(0,0)	finite:9	49
5460	twist/M3^k	base3#2827 k=2 shifts=(1,0)	finite:9	9
5461	twist/M3^k	base3#2828 k=2 shifts=(0,0)	finite:9	9
5462	twist/M3^k	base3#2829 k=2 shifts=(0,0)	finite:9	11
5463	twist/M3^k	base3#2830 k=2 shifts=(0,0)	finite:9	49
5464	twist/M3^k	base3#2830 k=2 shifts=(1,0)	finite:9	43
5465	twist/M3^k	base3#2831 k=2 shifts=(0,0)	finite:9	11
